serial,name,outlet_name,address_1,address_2,city,state,zip,pin,modes,interval,txpower,ibeacon,eddystoneuid,eddystoneurl
000175,4572259,HOLIDAY INN EXPRESS,550  N POINT ST,I/S 3RD FLOOR,SAN FRANCISCO,CA,941331312,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000AFBE,E7F82FC8513BE02469B6AE0000000000af,E7017261646975736E6574776F726B7307
000176,4672263,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,PRKG A I/S NR MACYM,SANTA CLARA,CA,950506709,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B0BE,E7F82FC8513BE02469B6AE0000000000b0,E7017261646975736E6574776F726B7307
000177,4316378,IMPACT TRANSLOAD,2498 W 19TH ST,O/S BLDG 806 MULTI,OAKLAND,CA,946075030,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B1BE,E7F82FC8513BE02469B6AE0000000000b1,E7017261646975736E6574776F726B7307
000178,3963196,SANTA CLARA UNIVERSITY,500    EL CAMINO REAL,BLDG 501 GRAHAM HAL,SANTA CLARA,CA,950530001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B2BE,E7F82FC8513BE02469B6AE0000000000b2,E7017261646975736E6574776F726B7307
000179,1107638,DAYS INN,895  GEARY,MOTEL 6,SAN FRANCISCO,CA,941097217,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B3BE,E7F82FC8513BE02469B6AE0000000000b3,E7017261646975736E6574776F726B7307
000180,3397330,VG ALMADEN APTS,1501 ALMADEN EXPY,#2 O/S OFC,SAN JOSE,CA,951251259,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B4BE,E7F82FC8513BE02469B6AE0000000000b4,E7017261646975736E6574776F726B7307
000181,3992015,VG CERANO,501  MURPHY RANCH RD,I/S FRNT MULTI,MILPITAS,CA,950357913,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B5BE,E7F82FC8513BE02469B6AE0000000000b5,E7017261646975736E6574776F726B7307
000182,4572258,HOLIDAY INN EXPRESS,550  N POINT ST,I/S 4TH FLOOR,SAN FRANCISCO,CA,941331312,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B6BE,E7F82FC8513BE02469B6AE0000000000b6,E7017261646975736E6574776F726B7307
000183,9992627,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,PRKG A 2 FL ELEVATO,SANTA CLARA,CA,950506709,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B7BE,E7F82FC8513BE02469B6AE0000000000b7,E7017261646975736E6574776F726B7307
000184,9992620,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,PRKG A 2 FL ELEVATO,SANTA CLARA,CA,950506709,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B8BE,E7F82FC8513BE02469B6AE0000000000b8,E7017261646975736E6574776F726B7307
000185,4672264,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,I/S CTR MALL ENTRNC,SANTA CLARA,CA,950506709,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000B9BE,E7F82FC8513BE02469B6AE0000000000b9,E7017261646975736E6574776F726B7307
000186,4572260,HOLIDAY INN EXPRESS,550  N POINT ST,I/S 2ND FLOOR,SAN FRANCISCO,CA,941331312,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BABE,E7F82FC8513BE02469B6AE0000000000ba,E7017261646975736E6574776F726B7307
000187,1331531,SEAHORSE RANCH,1828 CABRILLO HWY,VENDING AREA,HALF MOON BAY,CA,940191412,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BBBE,E7F82FC8513BE02469B6AE0000000000bb,E7017261646975736E6574776F726B7307
000188,1849252,BEST WESTERN AMERICANIA HOTEL,121  7TH ST,LOBBY 2 20Z,SAN FRANCISCO,CA,941032835,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BCBE,E7F82FC8513BE02469B6AE0000000000bc,E7017261646975736E6574776F726B7307
000189,6158427,WESTFIELD SF CENTRE FS BOI,865  MARKET ST,BOI LOADING DOCK,SAN FRANCISCO,CA,941031900,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BDBE,E7F82FC8513BE02469B6AE0000000000bd,E7017261646975736E6574776F726B7307
000190,9535307,VG ALMADEN LAKE VLG APTS BOI,1045 COLEMAN RD,BOI LUNDRY RM #1,SAN JOSE,CA,951236734,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BEBE,E7F82FC8513BE02469B6AE0000000000be,E7017261646975736E6574776F726B7307
000191,3142209,REDWOOD INN FS BOI,1530 LOMBARD ST,BOI OUTSIDE,SAN FRANCISCO,CA,941233114,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000BFBE,E7F82FC8513BE02469B6AE0000000000bf,E7017261646975736E6574776F726B7307
000192,8980078,HOLIDAY 0323 INNFISHERMAN WHAR,1300 COLUMBUS AVE,2ND FLOOR VEND AREA,SAN FRANCISCO,CA,941331328,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C0BE,E7F82FC8513BE02469B6AE0000000000c0,E7017261646975736E6574776F726B7307
000193,1171854,GREAT MALL GFV BBBEYOND,447  GREAT MALL DR,BED BATH BEYOND,MILPITAS,CA,950358041,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C1BE,E7F82FC8513BE02469B6AE0000000000c1,E7017261646975736E6574776F726B7307
000194,9976180,HOLIDAY INN EXPRESS,66   AIRPORT ACCESS RD,FS BOI 2 FL/COKE BT,OAKLAND,CA,946031078,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C2BE,E7F82FC8513BE02469B6AE0000000000c2,E7017261646975736E6574776F726B7307
000195,1675082,OCEANO HOTEL AND SPA,280  CAPISTRANO RD,1ST FL NEXT TO ICE,HALF MOON BAY,CA,940194043,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C3BE,E7F82FC8513BE02469B6AE0000000000c3,E7017261646975736E6574776F726B7307
000196,4585700,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 306 KENNEDY CO,SANTA CLARA,CA,950530001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C4BE,E7F82FC8513BE02469B6AE0000000000c4,E7017261646975736E6574776F726B7307
000197,3792433,WESTFIELD METREON,101  4TH ST,I/S LOADING DOCKS M,SAN FRANCISCO,CA,941033003,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C5BE,E7F82FC8513BE02469B6AE0000000000c5,E7017261646975736E6574776F726B7307
000198,3929770,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 605 SOBRATO HA,SANTA CLARA,CA,950530001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C6BE,E7F82FC8513BE02469B6AE0000000000c6,E7017261646975736E6574776F726B7307
000199,1286409,PLEASANTON GLEN APARTMENTS,3955 VINEYARD AVE,WORKOUT AREA,PLEASANTON,CA,945666768,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C7BE,E7F82FC8513BE02469B6AE0000000000c7,E7017261646975736E6574776F726B7307
000200,4305022,VG CALIFORNIA RIPPED FITNESS,1035 E CAPITOL EXPY,I/S LOBBY 20Z,SAN JOSE,CA,951212415,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C8BE,E7F82FC8513BE02469B6AE0000000000c8,E7017261646975736E6574776F726B7307
000201,4819899,GRACE BAPTIST,484  E SAN FERNANDO ST,FSV OS I/S GRACE BP,SAN JOSE,CA,951123598,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000C9BE,E7F82FC8513BE02469B6AE0000000000c9,E7017261646975736E6574776F726B7307
000202,2768430,BROOK FUNITURE RENTAL FS COI,30985SANTANA ST,COI WAREHOUSE,HAYWARD,CA,945447029,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CABE,E7F82FC8513BE02469B6AE0000000000ca,E7017261646975736E6574776F726B7307
000203,3378748,SUNNYVALE TOWN CTR APT,201  W CALIFORNIA ST,I/S OFC MULTI,SUNNYVALE,CA,94086,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CBBE,E7F82FC8513BE02469B6AE0000000000cb,E7017261646975736E6574776F726B7307
000204,3792435,WESTFIELD METREON,101  4TH ST,I/S BASEMENT MULTI,SAN FRANCISCO,CA,941033003,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CCBE,E7F82FC8513BE02469B6AE0000000000cc,E7017261646975736E6574776F726B7307
000205,4808719,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,PRKG A 2FL I/S NR M,SANTA CLARA,CA,950506709,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CDBE,E7F82FC8513BE02469B6AE0000000000cd,E7017261646975736E6574776F726B7307
000206,1647161,SHERATON HOTEL FISHERMAN WHARF,2500 MASON ST,3RD FLOOR MIDDLE,SAN FRANCISCO,CA,941331499,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CEBE,E7F82FC8513BE02469B6AE0000000000ce,E7017261646975736E6574776F726B7307
000207,3929775,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 604 FACILITIES,SANTA CLARA,CA,950530001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000CFBE,E7F82FC8513BE02469B6AE0000000000cf,E7017261646975736E6574776F726B7307
000208,2116167,HIGHLAND GARDEN APTS FS COI,234  ESCUELA AVE,COI OUTSIDE BY POOL,MOUNTAIN VIEW,CA,940401877,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D0BE,E7F82FC8513BE02469B6AE0000000000d0,E7017261646975736E6574776F726B7307
000209,7107335,UNIV OF SAN FRANCISCO,2130 FULTON ST,GILSON HALL CSD,SAN FRANCISCO,CA,941171080,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D1BE,E7F82FC8513BE02469B6AE0000000000d1,E7017261646975736E6574776F726B7307
000210,3799953,GRANADA INN,2515 EL CAMINO REAL,I/S FRNT 20Z,SANTA CLARA,CA,950513094,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D2BE,E7F82FC8513BE02469B6AE0000000000d2,E7017261646975736E6574776F726B7307
000211,1718268,UNIV OF SAN FRANCISCO,3120 FULTON ST,XAVIER,SAN FRANCISCO,CA,941183813,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D3BE,E7F82FC8513BE02469B6AE0000000000d3,E7017261646975736E6574776F726B7307
000212,1986293,LA QUINTA INN AND SUITES,6275 DUBLIN BLVD,I/S SECOND FL MULTI,DUBLIN,CA,945687573,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D4BE,E7F82FC8513BE02469B6AE0000000000d4,E7017261646975736E6574776F726B7307
000213,3785864,GRANADA INN,2515 EL CAMINO REAL,I/S LOBBY ENTRANCE,SANTA CLARA,CA,950513094,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D5BE,E7F82FC8513BE02469B6AE0000000000d5,E7017261646975736E6574776F726B7307
000214,6158428,WESTFIELD SF CENTRE FS DOI,865  MARKET ST,DOI LOADING DOCK,SAN FRANCISCO,CA,941031900,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D6BE,E7F82FC8513BE02469B6AE0000000000d6,E7017261646975736E6574776F726B7307
000215,6244757,GOLDEN STATE BAPTIST COLLEGE,3530 DE LA CRUZ BLVD,FS BTLS OUTSIDE GYM,SANTA CLARA,CA,950542111,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D7BE,E7F82FC8513BE02469B6AE0000000000d7,E7017261646975736E6574776F726B7307
000216,3526302,VG ARCHSTONE SAN BRUNO,1099 ADMIRAL CT,I/S HLLWY NXT TO CA,SAN BRUNO,CA,940662431,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D8BE,E7F82FC8513BE02469B6AE0000000000d8,E7017261646975736E6574776F726B7307
000217,9621074,VG LA QUINTA INN,20   AIPORT BLVD,659 2 FL FRNT BLDG,SOUTH SAN FRANCIS,CA,94080,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000D9BE,E7F82FC8513BE02469B6AE0000000000d9,E7017261646975736E6574776F726B7307
000218,1940975,HOWARD JOHNSON,190  EL CAMINO REAL,#1 I/S 2 FL,SAN BRUNO,CA,940665552,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000DABE,E7F82FC8513BE02469B6AE0000000000da,E7017261646975736E6574776F726B7307
000219,8980089,HOLIDAY 0323 INN FS BOI,495  BEACH ST,4TH FLR VEND AREA,SAN FRANCISCO,CA,941331328,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000DBBE,E7F82FC8513BE02469B6AE0000000000db,E7017261646975736E6574776F726B7307
000220,4103357,CALIFORNIAS GREAT AMERICA,2401 AGNEW RD,PSYCHO MOUSE LINE C,SANTA CLARA,CA,950541201,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000DCBE,E7F82FC8513BE02469B6AE0000000000dc,E7017261646975736E6574776F726B7307
000221,4602820,CITI GARDEN HOTEL,245  S AIRPORT BLVD,I/S SFO GOODNITE IN,SOUTH SAN FRANCIS,CA,940806703,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000DDBE,E7F82FC8513BE02469B6AE0000000000dd,E7017261646975736E6574776F726B7307
000222,8980086,HOLIDAY 0323 INN FS BOI,495  BEACH ST,3RD FL VEND AREA,SAN FRANCISCO,CA,941331328,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000DEBE,E7F82FC8513BE02469B6AE0000000000de,E7017261646975736E6574776F726B7307
000223,4672265,WESTFIELD VALLEY FAIR MALL,2855 STEVENS CREEK BLVD,PRKG B 2FL I/S NR N,SANTA CLARA,CA,950506709,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000DFBE,E7F82FC8513BE02469B6AE0000000000df,E7017261646975736E6574776F726B7307
000224,8980087,HOLIDAY 0323 INN FS BOI,1300 COLUMBUS AVE,5TH FLR VENDING ARE,SAN FRANCISCO,CA,941331328,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000E0BE,E7F82FC8513BE02469B6AE0000000000e0,E7017261646975736E6574776F726B7307
000225,1986292,LA QUINTA INN AND SUITES,6275 DUBLIN BLVD,I/S FIRST FL ICE VE,DUBLIN,CA,945687573,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000E1BE,E7F82FC8513BE02469B6AE0000000000e1,E7017261646975736E6574776F726B7307
000226,1251801,SHERATON HOTEL FISHERMAN WHARF,2500 MASON ST,3RD FLOOR MIDDLE,SAN FRANCISCO,CA,941331499,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000E2BE,E7F82FC8513BE02469B6AE0000000000e2,E7017261646975736E6574776F726B7307
000227,9446049,SUPER 8 MOTEL FS BOI,1665 W EL CAMINO REAL,BOI LOBBY,MOUNTAIN VIEW,CA,940402495,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000E3BE,E7F82FC8513BE02469B6AE0000000000e3,E7017261646975736E6574776F726B7307
000228,3918095,WESTGATE MALL,1600 SARATOGA AVE,FS BOI I/S BRNES &,SAN JOSE,CA,951295101,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000E4BE,E7F82FC8513BE02469B6AE0000000000e4,E7017261646975736E6574776F726B7307
000229,1313399,THRIFTY CAR RENTAL,350  O FARRELL,GARGE,SAN FRANCISCO,CA,94103,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000E5BE,E7F82FC8513BE02469B6AE0000000000e5,E7017261646975736E6574776F726B7307
000230,8812438,HOWARD JOHNSON FS BOI,2499 EL CAMINO REAL,BOI,SANTA CLARA,CA,950513001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000E6BE,E7F82FC8513BE02469B6AE0000000000e6,E7017261646975736E6574776F726B7307
000231,3929755,SANTA CLARA UNIVERSITY,500  EL CAMINO REAL,BLDG 114 MUSIC DANC,SANTA CLARA,CA,950530001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000E7BE,E7F82FC8513BE02469B6AE0000000000e7,E7017261646975736E6574776F726B7307
000232,9621076,VG LA QUINTA INN,20   AIPORT BLVD,659 3 FL FRNT BLDG,SOUTH SAN FRANCIS,CA,94080,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000E8BE,E7F82FC8513BE02469B6AE0000000000e8,E7017261646975736E6574776F726B7307
000233,1073002,CASA DE AMIGOS FS COI,1085 TASMAN DR,LAUNDRY RM @ 9TH ST,SUNNYVALE,CA,940895001,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000E9BE,E7F82FC8513BE02469B6AE0000000000e9,E7017261646975736E6574776F726B7307
000234,4828313,OAKRIDGE TARGET GARAGE 5,925  BLOSSOM HILL RD,PARKING GARAGE 4TH,SAN JOSE,CA,951231230,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000EABE,E7F82FC8513BE02469B6AE0000000000ea,E7017261646975736E6574776F726B7307
000235,2191794,VG STONEY CREEK APARTMENTS,5896 EAST AVE,I/S RENTAL OFC MULT,LIVERMORE,CA,945507320,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000EBBE,E7F82FC8513BE02469B6AE0000000000eb,E7017261646975736E6574776F726B7307
000236,3573505,VG ARCHSTONE EMERALD PARK,5095 HAVEN PLACE,I/S BY WORK OUT RM,DUBLIN,CA,94568,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000ECBE,E7F82FC8513BE02469B6AE0000000000ec,E7017261646975736E6574776F726B7307
000237,4516859,RIVER WALK APTS FS BOI,1510 S BASCOM AVE,BOI OUTSIDE BY POOL,CAMPBELL,CA,950080626,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000EDBE,E7F82FC8513BE02469B6AE0000000000ed,E7017261646975736E6574776F726B7307
000238,3896164,SANTANA ROW LB 2ND FL,355  SANTANA ROW,LEFT BANK 2ND FL,SAN JOSE,CA,951282049,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000EEBE,E7F82FC8513BE02469B6AE0000000000ee,E7017261646975736E6574776F726B7307
000239,1494933,VG ENCLAVE APTS,4355 RENAISSANCE DR,OUTSIDE POOL AREA,SAN JOSE,CA,951341556,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000EFBE,E7F82FC8513BE02469B6AE0000000000ef,E7017261646975736E6574776F726B7307
000240,4602908,CITI GARDEN HOTEL,245  S AIRPORT BLVD,I/S SFO GOODNITE IN,SOUTH SAN FRANCIS,CA,940806703,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000F0BE,E7F82FC8513BE02469B6AE0000000000f0,E7017261646975736E6574776F726B7307
000241,6501587,VG PINNACLE CITY CTR BOI,22800MERIDIAN DR,BOI REA HALLWAY ARE,HAYWARD,CA,945416525,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000F1BE,E7F82FC8513BE02469B6AE0000000000f1,E7017261646975736E6574776F726B7307
000242,4234334,PALM VALLEY APPT,100  PALM VALLEY BLVD,I/S POOL AREA MULTI,SAN JOSE,CA,951231092,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000F2BE,E7F82FC8513BE02469B6AE0000000000f2,E7017261646975736E6574776F726B7307
000243,4106278,CALIFORNIAS GREAT AMERICA,2401 AGNEW RD,GOLD STRIKER LINE 1,SANTA CLARA,CA,950541201,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000F3BE,E7F82FC8513BE02469B6AE0000000000f3,E7017261646975736E6574776F726B7307
000244,8854896,UNIV OF SAN FRANCISCO,2130 FULTON ST,HAYES HEALY BSBL FL,SAN FRANCISCO,CA,941171080,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000F4BE,E7F82FC8513BE02469B6AE0000000000f4,E7017261646975736E6574776F726B7307
000245,1251800,SHERATON HOTEL FISHERMAN WHARF,2500 MASON ST,2ND FLOOR SOUTH,SAN FRANCISCO,CA,941331499,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000F5BE,E7F82FC8513BE02469B6AE0000000000f5,E7017261646975736E6574776F726B7307
000246,2768563,HOLIDAY 0323 INN FS BOI,495  BEACH ST,5TH FL VENDING AREA,SAN FRANCISCO,CA,941331328,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000F6BE,E7F82FC8513BE02469B6AE0000000000f6,E7017261646975736E6574776F726B7307
000247,9621077,VG LA QUINTA INN,20   AIPORT BLVD,659 4 FL FRNT BLDG,SOUTH SAN FRANCIS,CA,94080,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000F7BE,E7F82FC8513BE02469B6AE0000000000f7,E7017261646975736E6574776F726B7307
000248,3675237,SEAHORSE RANCH,1828 N CABRILLO HWY,I/S REFRESHMENT VEN,HALF MOON BAY,CA,94019,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000F8BE,E7F82FC8513BE02469B6AE0000000000f8,E7017261646975736E6574776F726B7307
000249,2166600,PARK LANE APTS,520  WALKER DR,COI,MOUNTAIN VIEW,CA,940433670,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000F9BE,E7F82FC8513BE02469B6AE0000000000f9,E7017261646975736E6574776F726B7307
000250,3202645,MISSION INN,5630 MISSION ST,I/S OUTSIDE 20Z,SAN FRANCISCO,CA,941124298,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000FABE,E7F82FC8513BE02469B6AE0000000000fa,E7017261646975736E6574776F726B7307
000251,3713141,PACIFICA BEACH RESORT,525  CRESPI DR,I/S BLDG 2FLOOR 1 2,PACIFICA,CA,940443423,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000FBBE,E7F82FC8513BE02469B6AE0000000000fb,E7017261646975736E6574776F726B7307
000252,3211189,CASA ALBERTA,1575 TENAKA PL,O/S POOL MULTI,SUNNYVALE,CA,940874547,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000FCBE,E7F82FC8513BE02469B6AE0000000000fc,E7017261646975736E6574776F726B7307
000253,,,,,,,,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000FDBE,E7F82FC8513BE02469B6AE0000000000fd,E7017261646975736E6574776F726B7307
000254,Outlet #,Outlet Name,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE,ZIP,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000FEBE,E7F82FC8513BE02469B6AE0000000000fe,E7017261646975736E6574776F726B7307
000255,1296881,GREAT MALL GFV CHIPOTLE,447  GREAT MALL DR,CHIPOTLE,MILPITAS,CA,950358041,34093409,5,100,14,F82FC8510000000000003BE02469B6AE000000FFBE,E7F82FC8513BE02469B6AE0000000000ff,E7017261646975736E6574776F726B7307
000256,1171858,GREAT MALL GFV CHIPOTLE,447  GREAT MALL DR,CHIPOTLE,MILPITAS,CA,950358041,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000100BE,E7F82FC8513BE02469B6AE000000000100,E7017261646975736E6574776F726B7307
000257,1080559,GREAT MALL GFV FOOD COURT,447  GREAT MALL DR,CENTURY LEFT SIDE,MILPITAS,CA,950358041,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000101BE,E7F82FC8513BE02469B6AE000000000101,E7017261646975736E6574776F726B7307
000258,1080558,GREAT MALL GFV FOOD COURT,447  GREAT MALL DR,CENTURY RIGHT SIDE,MILPITAS,CA,950358041,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000102BE,E7F82FC8513BE02469B6AE000000000102,E7017261646975736E6574776F726B7307
000259,1080551,GREAT MALL GFV BURLINGTON,447  GREAT MALL DR,BURLINGTON COAT FAC,MILPITAS,CA,950358041,34093409,5,100,14,F82FC8510000000000003BE02469B6AE00000103BE,E7F82FC8513BE02469B6AE000000000103,E7017261646975736E6574776F726B7307